Date,TempInSitu,Serial,Salinity
1/15/2021 11:14,29.05,316,33.81528454
1/15/2021 11:14,29.06,316,33.78848129
1/15/2021 11:14,29.05,316,33.81528524
1/15/2021 11:14,29.04,316,33.82235776
1/15/2021 11:14,29.06,316,33.79509027
1/15/2021 11:15,29.06,316,33.77870692
1/15/2021 11:15,29.05,316,33.77264364
1/15/2021 11:15,29.06,316,33.80160894
1/15/2021 11:15,29.06,316,33.78848372
1/15/2021 11:15,29.05,316,33.79554951
1/15/2021 11:15,29.06,316,33.79835115
1/15/2021 11:16,29.06,316,33.77210157
1/15/2021 11:16,29.05,316,33.80215992
1/15/2021 11:16,29.05,316,33.77916419
1/15/2021 11:16,29.04,316,33.80261918
1/15/2021 11:16,29.04,316,33.80923031
1/15/2021 11:16,29.03,316,33.8163025
1/15/2021 11:17,29.03,316,33.81630285
1/15/2021 11:17,29.05,316,33.80542149
1/15/2021 11:17,29.04,316,33.79284096
1/15/2021 11:17,29.03,316,33.80969169
1/15/2021 11:17,29.03,316,33.84909659
1/15/2021 11:17,29.03,316,33.79991032
1/15/2021 11:18,29.04,316,33.80923309
1/15/2021 11:18,29.03,316,33.81630528
1/15/2021 11:18,29.03,316,33.81630563
1/15/2021 11:18,29.03,316,33.79991171
1/15/2021 11:18,29.01,316,33.84024452
1/15/2021 11:18,29,316,33.86046983
1/15/2021 11:19,29,316,33.84732665
1/15/2021 11:19,29,316,33.82439575
1/15/2021 11:19,28.97,316,33.83575549
1/15/2021 11:19,28.99,316,33.85441162
1/15/2021 11:19,28.99,316,33.84462073
1/15/2021 11:19,28.99,316,33.83800318
1/15/2021 11:20,28.97,316,33.87520927
1/15/2021 11:20,28.98,316,33.82214743
1/15/2021 11:20,28.98,316,33.85170644
1/15/2021 11:20,28.98,316,33.83203078
1/15/2021 11:20,28.98,316,33.83855937
1/15/2021 11:20,28.99,316,33.83147823
1/15/2021 11:21,28.99,316,33.86103317
1/15/2021 11:21,28.99,316,33.90047627
1/15/2021 11:21,29.01,316,33.84686566
1/15/2021 11:21,29.01,316,33.85674442
1/15/2021 11:21,29.03,316,33.83596927
1/15/2021 11:21,29.03,316,33.80317931
1/15/2021 11:22,29,316,33.84733292
1/15/2021 11:22,29,316,33.81787659
1/15/2021 11:22,29,316,33.83428153
1/15/2021 11:22,28.98,316,33.86150432
1/15/2021 11:22,28.99,316,33.8150747
1/15/2021 11:22,28.98,316,33.8385639
1/15/2021 11:23,28.99,316,33.85441893
1/15/2021 11:23,28.98,316,33.84844801
1/15/2021 11:23,28.97,316,33.82270537
1/15/2021 11:23,28.97,316,33.85553483
1/15/2021 11:23,28.98,316,33.86150676
1/15/2021 11:23,28.97,316,33.8325002
1/15/2021 11:24,28.95,316,33.88940584
1/15/2021 11:24,28.95,316,33.85329369
1/15/2021 11:24,28.97,316,33.83250124
1/15/2021 11:24,28.95,316,33.85329439
1/15/2021 11:24,28.94,316,33.86038482
1/15/2021 11:24,28.93,316,33.89697884
1/15/2021 11:25,28.94,316,33.86038552
1/15/2021 11:25,28.92,316,33.89100641
1/15/2021 11:25,28.93,316,33.87401407
1/15/2021 11:25,28.9,316,33.91175188
1/15/2021 11:25,28.93,316,33.84115891
1/15/2021 11:25,28.89,316,33.86953196
1/15/2021 11:26,28.9,316,33.8723343
1/15/2021 11:26,28.9,316,33.88541283
1/15/2021 11:26,28.93,316,33.890446
1/15/2021 11:26,28.92,316,33.86468091
1/15/2021 11:26,28.92,316,33.87457668
1/15/2021 11:26,28.9,316,33.88877472
1/15/2021 11:27,28.9,316,33.90521502
1/15/2021 11:27,28.92,316,33.85487812
1/15/2021 11:27,28.89,316,33.89587837
1/15/2021 11:27,28.88,316,33.91606866
1/15/2021 11:27,28.92,316,33.88111545
1/15/2021 11:27,28.9,316,33.90521676
