date,AbsPressure,Depth
2021-01-15 13:36:00,105.896,0.41
2021-01-15 13:36:10,106.241,0.445
2021-01-15 13:36:20,106.051,0.426
2021-01-15 13:36:30,106.051,0.426
2021-01-15 13:36:40,105.879,0.409
2021-01-15 13:36:50,106.106,0.431
2021-01-15 13:37:00,105.795,0.4
2021-01-15 13:37:10,105.554,0.376
2021-01-15 13:37:20,105.433,0.364
2021-01-15 13:37:30,105.312,0.352
2021-01-15 13:37:40,105.571,0.378
2021-01-15 13:37:50,105.571,0.378
2021-01-15 13:38:00,105.243,0.345
2021-01-15 13:38:10,105.657,0.386
2021-01-15 13:38:20,105.33,0.354
2021-01-15 13:38:30,105.847,0.405
2021-01-15 13:38:40,105.83,0.404
2021-01-15 13:38:50,105.554,0.376
2021-01-15 13:39:00,105.812,0.402
2021-01-15 13:39:10,105.571,0.378
2021-01-15 13:39:20,105.968,0.417
2021-01-15 13:39:30,105.832,0.404
2021-01-15 13:39:40,106.039,0.425
2021-01-15 13:39:50,105.97,0.418
2021-01-15 13:40:00,105.677,0.388
2021-01-15 13:40:10,105.901,0.411
2021-01-15 13:40:20,105.505,0.371
2021-01-15 13:40:30,105.643,0.385
2021-01-15 13:40:40,105.539,0.375
2021-01-15 13:40:50,105.557,0.377
2021-01-15 13:41:00,105.419,0.363
2021-01-15 13:41:10,105.591,0.38
2021-01-15 13:41:20,105.574,0.378
2021-01-15 13:41:30,105.608,0.382
2021-01-15 13:41:40,105.332,0.354
2021-01-15 13:41:50,106.108,0.431
2021-01-15 13:42:00,105.401,0.361
2021-01-15 13:42:10,106.16,0.437
2021-01-15 13:42:20,105.919,0.413
2021-01-15 13:42:30,105.832,0.404
2021-01-15 13:42:40,105.867,0.407
2021-01-15 13:42:50,105.66,0.387
2021-01-15 13:43:00,105.884,0.409
2021-01-15 13:43:10,105.574,0.378
2021-01-15 13:43:20,105.66,0.387
2021-01-15 13:43:30,105.99,0.42
2021-01-15 13:43:40,105.714,0.392
2021-01-15 13:43:50,106.025,0.423
2021-01-15 13:44:00,105.663,0.387
2021-01-15 13:44:10,105.542,0.375
2021-01-15 13:44:20,105.714,0.392
2021-01-15 13:44:30,105.852,0.406
2021-01-15 13:44:40,105.852,0.406
2021-01-15 13:44:50,105.49,0.37
2021-01-15 13:45:00,105.232,0.344
2021-01-15 13:45:10,105.99,0.42
2021-01-15 13:45:20,106.146,0.435
2021-01-15 13:45:30,105.87,0.408
2021-01-15 13:45:40,106.025,0.423
2021-01-15 13:45:50,106.042,0.425
2021-01-15 13:46:00,105.577,0.379
2021-01-15 13:46:10,106.146,0.435
2021-01-15 13:46:20,105.904,0.411
2021-01-15 13:46:30,105.852,0.406
2021-01-15 13:46:40,105.473,0.368
2021-01-15 13:46:50,105.749,0.396
2021-01-15 13:47:00,105.87,0.408
2021-01-15 13:47:10,105.611,0.382
2021-01-15 13:47:20,106.131,0.434
2021-01-15 13:47:30,105.321,0.353
2021-01-15 13:47:40,105.872,0.408
2021-01-15 13:47:50,105.338,0.355
2021-01-15 13:48:00,105.752,0.396
2021-01-15 13:48:10,105.907,0.411
2021-01-15 13:48:20,105.355,0.356
2021-01-15 13:48:30,105.321,0.353
2021-01-15 13:48:40,105.735,0.394
2021-01-15 13:48:50,105.579,0.379
2021-01-15 13:49:00,106.114,0.432
2021-01-15 13:49:10,106.01,0.422
2021-01-15 13:49:20,105.959,0.417
2021-01-15 13:49:30,105.924,0.413
2021-01-15 13:49:40,106.045,0.425
2021-01-15 13:49:50,105.39,0.36
2021-01-15 13:50:00,105.683,0.389
2021-01-15 13:50:10,105.441,0.365
2021-01-15 13:50:20,105.735,0.394
2021-01-15 13:50:30,105.735,0.394
2021-01-15 13:50:40,105.648,0.386
2021-01-15 13:50:50,105.565,0.377
2021-01-15 13:51:00,105.565,0.377
2021-01-15 13:51:10,105.686,0.389
2021-01-15 13:51:20,105.168,0.338
2021-01-15 13:51:30,105.996,0.42
2021-01-15 13:51:40,105.427,0.364
2021-01-15 13:51:50,106.065,0.427
2021-01-15 13:52:00,105.996,0.42
2021-01-15 13:52:10,105.962,0.417
2021-01-15 13:52:20,106.444,0.465
2021-01-15 13:52:30,105.944,0.415
